Contract name,Last trade date,Expiry date,Last price,Bid,Ask,Change,% change,Volume,Open interest,Implied volatility,Type,Strike Price
AAPL200612P00205000,2020-05-22 3:14PM EDT,2020-06-12,0.09,0,0.19,-0.06,-40.00%,5,76,75.98%,Put,205
AAPL200619P00205000,2020-05-22 1:30PM EDT,2020-06-19,0.19,0.05,0.2,-0.02,-9.52%,1,"3,768",67.58%,Put,205
AAPL200626P00205000,2020-05-21 1:23PM EDT,2020-06-26,0.24,0.06,0.3,0,NA,1,655,62.99%,Put,205
AAPL200717P00205000,2020-05-21 11:25AM EDT,2020-07-17,0.68,0.33,0.57,0,NA,2,530,56.40%,Put,205
AAPL200918P00205000,2020-05-22 10:36AM EDT,2020-09-18,2.33,2.04,2.17,-0.02,-0.85%,106,"1,396",51.34%,Put,205
AAPL210115P00205000,2020-05-22 12:19PM EDT,2021-01-15,5.35,4.85,5.2,0.2,+3.88%,23,"3,599",45.64%,Put,205
AAPL210618P00205000,2020-05-19 2:57PM EDT,2021-06-18,9.2,8.3,8.9,0,NA,22,492,42.11%,Put,205
AAPL220121P00205000,2020-05-22 3:56PM EDT,2022-01-21,13.35,13.3,13.85,0.2,+1.52%,30,"1,236",39.75%,Put,205
AAPL200529C00210000,2020-05-22 2:14PM EDT,2020-05-29,108.48,108.1,109.45,0.27,+0.25%,2,11,168.36%,Call,210
AAPL200605C00210000,2020-05-13 11:38AM EDT,2020-06-05,101.41,108.15,109.75,0,NA,NA,3,84.77%,Call,210
AAPL200619C00210000,2020-05-22 9:57AM EDT,2020-06-19,107.44,107.85,110.05,3.14,+3.01%,1,386,58.79%,Call,210
AAPL200717C00210000,2020-05-18 11:35AM EDT,2020-07-17,104.65,108.35,110.35,0,NA,5,"2,567",53.81%,Call,210
AAPL200918C00210000,2020-05-14 10:52AM EDT,2020-09-18,97.45,109.95,111.85,0,NA,1,516,53.14%,Call,210
AAPL201016C00210000,2020-05-04 11:59AM EDT,2020-10-16,84.75,110.6,112.2,0,NA,1,38,49.13%,Call,210
AAPL201218C00210000,2020-05-20 12:51PM EDT,2020-12-18,112.15,112.1,114.05,0,NA,1,64,46.39%,Call,210
AAPL210115C00210000,2020-05-22 3:01PM EDT,2021-01-15,113.15,112.8,114.75,1.15,+1.03%,2,"3,636",45.26%,Call,210
AAPL210618C00210000,2020-05-20 12:06PM EDT,2021-06-18,117.5,115.6,117,0,NA,2,764,39.09%,Call,210
AAPL210917C00210000,2020-05-18 10:28AM EDT,2021-09-17,114.4,117.3,120.05,0,NA,1,199,39.44%,Call,210
AAPL220121C00210000,2020-05-18 3:46PM EDT,2022-01-21,119.2,119.3,122.3,0,NA,5,855,37.69%,Call,210
AAPL220617C00210000,2020-05-22 12:03PM EDT,2022-06-17,122.46,121.75,125.35,-0.88,-0.71%,1,260,36.79%,Call,210
AAPL200529P00210000,2020-05-22 9:32AM EDT,2020-05-29,0.01,0,0.11,-0.01,-50.00%,10,181,124.22%,Put,210
AAPL200605P00210000,2020-05-20 11:23AM EDT,2020-06-05,0.04,0,0.14,0,NA,1,314,86.52%,Put,210
AAPL200612P00210000,2020-05-22 3:35PM EDT,2020-06-12,0.1,0,0.2,-0.04,-28.57%,1,83,72.66%,Put,210
AAPL200619P00210000,2020-05-21 1:07PM EDT,2020-06-19,0.2,0.16,0.37,0,NA,"1,052","4,935",70.80%,Put,210
AAPL200626P00210000,2020-05-20 10:34AM EDT,2020-06-26,0.33,0.11,0.34,0,NA,1,25,61.72%,Put,210
AAPL200717P00210000,2020-05-22 2:44PM EDT,2020-07-17,0.6,0.4,0.57,-0.1,-14.29%,3,"1,613",54.32%,Put,210
AAPL200918P00210000,2020-05-22 10:50AM EDT,2020-09-18,2.55,1.89,2.4,0.03,+1.19%,39,"1,729",50.53%,Put,210
AAPL201016P00210000,2020-05-22 1:54PM EDT,2020-10-16,3.15,2.58,3.15,-0.05,-1.56%,103,618,48.55%,Put,210
AAPL201218P00210000,2020-05-22 3:23PM EDT,2020-12-18,4.92,4.4,5,-0.2,-3.91%,3,256,46.00%,Put,210
AAPL210115P00210000,2020-05-22 12:19PM EDT,2021-01-15,5.85,5.1,5.6,-0.1,-1.68%,12,"5,614",44.67%,Put,210
AAPL210618P00210000,2020-05-22 3:11PM EDT,2021-06-18,9.4,9.05,9.65,-0.24,-2.49%,4,766,41.56%,Put,210
AAPL210917P00210000,2020-05-21 3:47PM EDT,2021-09-17,12.18,11.25,12.25,0,NA,44,560,40.90%,Put,210
AAPL220121P00210000,2020-05-21 12:20PM EDT,2022-01-21,14.75,13.7,14.85,0,NA,6,"1,675",39.31%,Put,210
AAPL220617P00210000,2020-05-13 2:28PM EDT,2022-06-17,19.93,15.8,18.45,0,NA,3,353,38.70%,Put,210
AAPL200529C00215000,2020-05-01 2:20PM EDT,2020-05-29,75.48,103.1,104.45,0,NA,2,0,160.06%,Call,215
AAPL200619C00215000,2020-05-21 12:23PM EDT,2020-06-19,102.63,103.15,105.05,0,NA,1,678,65.04%,Call,215
AAPL200717C00215000,2020-05-12 3:52PM EDT,2020-07-17,97.73,103.45,105.6,0,NA,8,162,53.96%,Call,215
AAPL200918C00215000,2020-05-13 10:04AM EDT,2020-09-18,102.2,105.15,107.1,0,NA,4,283,51.78%,Call,215
AAPL210115C00215000,2020-05-22 3:58PM EDT,2021-01-15,109,108.3,110.3,-0.5,-0.46%,11,"1,740",44.53%,Call,215
AAPL210618C00215000,2020-05-19 10:09AM EDT,2021-06-18,111.4,111.35,113.25,0,NA,2,"1,106",39.38%,Call,215
AAPL220121C00215000,2020-05-21 9:36AM EDT,2022-01-21,118,115.4,118.35,0,NA,15,217,37.33%,Call,215
AAPL200529P00215000,2020-05-21 11:34AM EDT,2020-05-29,0.02,0,0.19,0,NA,10,94,125.00%,Put,215
AAPL200605P00215000,2020-05-19 3:45PM EDT,2020-06-05,0.1,0,0.15,0,NA,4,133,82.62%,Put,215
AAPL200612P00215000,2020-05-21 10:16AM EDT,2020-06-12,0.17,0.09,0.18,0,NA,1,47,71.48%,Put,215
AAPL200619P00215000,2020-05-22 1:58PM EDT,2020-06-19,0.24,0.09,0.26,-0.04,-14.29%,18,"9,031",63.57%,Put,215
AAPL200626P00215000,2020-05-20 1:56PM EDT,2020-06-26,0.37,0.16,0.39,0,NA,1,144,60.25%,Put,215
AAPL200717P00215000,2020-05-22 2:06PM EDT,2020-07-17,0.71,0.49,0.68,-0.09,-11.25%,26,"1,119",53.25%,Put,215
AAPL200918P00215000,2020-05-22 3:59PM EDT,2020-09-18,2.5,2.09,2.63,-0.27,-9.75%,63,"1,303",49.28%,Put,215
AAPL210115P00215000,2020-05-22 12:19PM EDT,2021-01-15,6.35,5.85,6.1,0.05,+0.79%,14,"2,312",43.87%,Put,215
AAPL210618P00215000,2020-05-18 11:45AM EDT,2021-06-18,11.51,9.75,10.8,0,NA,5,598,41.54%,Put,215
AAPL220121P00215000,2020-05-22 2:11PM EDT,2022-01-21,15.5,14.75,15.9,0.25,+1.64%,1,765,38.89%,Put,215
AAPL200529C00220000,2020-05-15 11:31AM EDT,2020-05-29,82.99,98.1,99.45,0,NA,2,4,151.95%,Call,220
AAPL200605C00220000,2020-05-21 11:20AM EDT,2020-06-05,96.75,98.15,99.8,0,NA,20,51,79.30%,Call,220
AAPL200619C00220000,2020-05-21 1:16PM EDT,2020-06-19,98.75,98,100,0,NA,2,"2,854",56.64%,Call,220
AAPL200717C00220000,2020-05-19 2:29PM EDT,2020-07-17,97.6,98.55,100.75,0,NA,1,429,52.88%,Call,220
AAPL200918C00220000,2020-05-22 12:56PM EDT,2020-09-18,100.32,100.45,102.3,-0.62,-0.61%,6,"1,134",50.16%,Call,220
AAPL201016C00220000,2020-05-22 3:52PM EDT,2020-10-16,101.3,101.2,103.1,-0.65,-0.64%,20,"2,550",47.78%,Call,220
AAPL201218C00220000,2020-05-20 3:00PM EDT,2020-12-18,104,103.05,105.05,0,NA,1,113,44.77%,Call,220
AAPL210115C00220000,2020-05-22 2:03PM EDT,2021-01-15,104.1,103.85,105.7,0.33,+0.32%,13,"6,179",43.42%,Call,220
AAPL210618C00220000,2020-05-22 1:38PM EDT,2021-06-18,107.44,107.2,109.05,-0.56,-0.52%,1,"1,680",38.88%,Call,220
AAPL210917C00220000,2020-05-21 2:24PM EDT,2021-09-17,110.8,109.15,111.9,0,NA,2,230,38.54%,Call,220
AAPL220121C00220000,2020-05-22 11:31AM EDT,2022-01-21,111,111.5,114.45,-1.2,-1.07%,2,"1,325",36.97%,Call,220
AAPL220617C00220000,2020-05-21 1:03PM EDT,2022-06-17,116.47,114.3,117.85,0,NA,4,356,36.22%,Call,220
AAPL200529P00220000,2020-05-22 11:24AM EDT,2020-05-29,0.01,0,0.04,-0.02,-66.67%,10,"1,438",100.78%,Put,220
AAPL200605P00220000,2020-05-22 3:09PM EDT,2020-06-05,0.06,0,0.15,-0.06,-50.00%,10,347,78.32%,Put,220
AAPL200612P00220000,2020-05-22 10:18AM EDT,2020-06-12,0.19,0.09,0.24,-0.01,-5.00%,20,31,69.43%,Put,220
AAPL200619P00220000,2020-05-22 3:10PM EDT,2020-06-19,0.27,0.22,0.27,-0.04,-12.90%,46,"16,399",63.09%,Put,220
AAPL200626P00220000,2020-05-22 11:04AM EDT,2020-06-26,0.48,0.21,0.44,0.04,+9.09%,1,436,58.55%,Put,220
AAPL200717P00220000,2020-05-22 3:14PM EDT,2020-07-17,0.75,0.72,0.78,-0.18,-19.35%,144,"1,971",52.78%,Put,220
AAPL200918P00220000,2020-05-22 10:05AM EDT,2020-09-18,3.01,2.32,2.9,-0.01,-0.33%,21,"2,845",48.12%,Put,220
AAPL201016P00220000,2020-05-22 10:15AM EDT,2020-10-16,3.9,3.15,3.8,0.15,+4.00%,20,952,46.46%,Put,220
AAPL201218P00220000,2020-05-22 3:39PM EDT,2020-12-18,5.89,5.3,5.9,-0.11,-1.83%,55,"1,134",44.19%,Put,220
AAPL210115P00220000,2020-05-22 12:20PM EDT,2021-01-15,6.95,6.15,6.7,0.05,+0.72%,22,"7,211",43.22%,Put,220
AAPL210618P00220000,2020-05-22 3:24PM EDT,2021-06-18,11.15,10.6,11.25,-0.4,-3.46%,61,"1,702",40.45%,Put,220
AAPL210917P00220000,2020-05-22 1:54PM EDT,2021-09-17,13.95,13.2,14.15,-0.3,-2.11%,1,266,39.93%,Put,220
AAPL220121P00220000,2020-05-21 10:35AM EDT,2022-01-21,17,15.85,17.05,0,NA,1,"1,893",38.52%,Put,220
AAPL220617P00220000,2020-05-21 12:01PM EDT,2022-06-17,21.02,18,21.1,0,NA,6,"1,038",38.12%,Put,220
AAPL200529C00225000,2020-05-21 9:41AM EDT,2020-05-29,95.32,93.1,94.45,0,NA,1,1,143.95%,Call,225
AAPL200605C00225000,2020-05-20 3:53PM EDT,2020-06-05,93.73,93.15,94.85,0,NA,8,8,77.34%,Call,225
AAPL200619C00225000,2020-05-22 2:53PM EDT,2020-06-19,93.7,93,95.05,0.22,+0.24%,18,"2,124",54.98%,Call,225
AAPL200717C00225000,2020-05-22 9:30AM EDT,2020-07-17,93.07,93.7,95.9,-1.18,-1.25%,1,357,51.86%,Call,225
AAPL200918C00225000,2020-05-20 11:51AM EDT,2020-09-18,97.2,95.7,97.35,0,NA,2,"1,106",47.95%,Call,225
AAPL201016C00225000,2020-05-13 1:52PM EDT,2020-10-16,85.33,96.55,98.45,0,NA,1,54,46.61%,Call,225
AAPL210115C00225000,2020-05-22 3:52PM EDT,2021-01-15,99.33,99.45,101.15,-1.07,-1.07%,20,"4,684",42.38%,Call,225
AAPL210618C00225000,2020-05-22 12:30PM EDT,2021-06-18,102.98,103.05,105.1,-1.72,-1.64%,7,765,38.65%,Call,225
AAPL220121C00225000,2020-05-21 10:16AM EDT,2022-01-21,109.27,107.7,110.6,0,NA,20,479,36.62%,Call,225
AAPL200529P00225000,2020-05-22 3:30PM EDT,2020-05-29,0.01,0,0.06,-0.03,-75.00%,20,472,98.44%,Put,225
AAPL200605P00225000,2020-05-21 2:33PM EDT,2020-06-05,0.14,0.06,0.16,0,NA,7,85,77.34%,Put,225
AAPL200612P00225000,2020-05-20 10:43AM EDT,2020-06-12,0.18,0.2,0.24,0,NA,1,40,68.26%,Put,225
AAPL200619P00225000,2020-05-22 3:59PM EDT,2020-06-19,0.31,0.25,0.33,-0.05,-13.89%,343,"9,360",61.13%,Put,225
AAPL200626P00225000,2020-05-22 9:55AM EDT,2020-06-26,0.51,0.26,0.45,0.03,+6.25%,1,86,56.20%,Put,225
AAPL200717P00225000,2020-05-22 3:23PM EDT,2020-07-17,0.88,0.8,0.91,-0.17,-16.19%,10,"1,421",51.28%,Put,225
AAPL200918P00225000,2020-05-22 3:58PM EDT,2020-09-18,3.1,2.61,3.2,-0.27,-8.01%,112,"1,540",46.99%,Put,225
AAPL201016P00225000,2020-05-22 2:32PM EDT,2020-10-16,4.09,3.55,4.15,-0.31,-7.05%,2,660,45.38%,Put,225
AAPL210115P00225000,2020-05-22 11:25AM EDT,2021-01-15,7.6,6.75,7.15,0,NA,2,"3,503",42.19%,Put,225
AAPL210618P00225000,2020-05-21 12:53PM EDT,2021-06-18,12.4,11.5,12.15,0,NA,2,848,39.94%,Put,225
AAPL220121P00225000,2020-05-22 9:46AM EDT,2022-01-21,18.4,17,18.25,0.4,+2.22%,2,"1,747",38.15%,Put,225
AAPL200529C00230000,2020-05-08 9:40AM EDT,2020-05-29,76.13,88.1,89.45,0,NA,3,3,136.13%,Call,230
AAPL200605C00230000,2020-05-20 3:56PM EDT,2020-06-05,89.27,88.1,89.9,0,NA,12,18,72.85%,Call,230
AAPL200619C00230000,2020-05-21 9:36AM EDT,2020-06-19,90,88.05,90.15,0,NA,2,"4,020",55.08%,Call,230
AAPL200626C00230000,2020-05-20 3:56PM EDT,2020-06-26,89.67,88.2,90.5,0,NA,12,14,55.27%,Call,230
AAPL200717C00230000,2020-05-18 1:40PM EDT,2020-07-17,87.29,88.8,90.95,0,NA,2,333,58.48%,Call,230
AAPL200918C00230000,2020-05-21 10:00AM EDT,2020-09-18,93.1,91.05,92.65,0,NA,1,"1,661",46.66%,Call,230
AAPL201016C00230000,2020-05-20 2:30PM EDT,2020-10-16,91.95,91.95,93.9,0,NA,1,46,45.65%,Call,230
AAPL201218C00230000,2020-05-15 11:36AM EDT,2020-12-18,82.41,94.2,96,0,NA,1,253,42.75%,Call,230
AAPL210115C00230000,2020-05-22 1:45PM EDT,2021-01-15,95.2,95.1,96.9,-0.5,-0.52%,1,"4,357",41.85%,Call,230
AAPL210618C00230000,2020-05-20 1:56PM EDT,2021-06-18,99.85,99,100.6,0,NA,4,761,37.62%,Call,230
AAPL210917C00230000,2020-05-20 2:33PM EDT,2021-09-17,103.6,101.3,104.1,0,NA,2,250,37.83%,Call,230
AAPL220121C00230000,2020-05-22 2:36PM EDT,2022-01-21,105.5,103.95,106.2,2.07,+2.00%,2,501,35.69%,Call,230
AAPL220617C00230000,2020-05-22 1:09PM EDT,2022-06-17,108.05,107.1,111,0.05,+0.05%,2,859,36.01%,Call,230
AAPL200529P00230000,2020-05-22 3:31PM EDT,2020-05-29,0.01,0,0.11,-0.02,-66.67%,12,448,99.22%,Put,230
AAPL200605P00230000,2020-05-22 3:57PM EDT,2020-06-05,0.1,0.06,0.16,-0.04,-28.57%,63,953,73.05%,Put,230
AAPL200612P00230000,2020-05-22 10:17AM EDT,2020-06-12,0.27,0.14,0.29,-0.06,-18.18%,1,346,64.26%,Put,230
AAPL200619P00230000,2020-05-22 3:23PM EDT,2020-06-19,0.37,0.35,0.37,-0.07,-15.91%,159,"10,216",59.72%,Put,230
AAPL200626P00230000,2020-05-22 3:31PM EDT,2020-06-26,0.5,0.33,0.52,-0.15,-23.08%,2,375,54.64%,Put,230
AAPL200717P00230000,2020-05-22 3:55PM EDT,2020-07-17,0.97,0.93,1.18,-0.21,-17.80%,89,"1,884",50.56%,Put,230
AAPL200918P00230000,2020-05-22 3:54PM EDT,2020-09-18,3.45,3.2,3.5,-0.25,-6.76%,152,"4,668",45.76%,Put,230
AAPL201016P00230000,2020-05-22 3:59PM EDT,2020-10-16,4.35,3.95,4.45,-0.4,-8.42%,22,"2,036",44.07%,Put,230
AAPL201218P00230000,2020-05-22 11:49AM EDT,2020-12-18,7.31,6.45,7.05,0.41,+5.94%,1,734,42.65%,Put,230
AAPL210115P00230000,2020-05-22 12:29PM EDT,2021-01-15,8.25,7.4,8.3,0,NA,2,"7,300",42.42%,Put,230
AAPL210618P00230000,2020-05-20 10:26AM EDT,2021-06-18,13,12.45,13.05,0,NA,5,"1,460",39.37%,Put,230
AAPL210917P00230000,2020-05-21 11:27AM EDT,2021-09-17,16.69,15.1,16.25,0,NA,3,308,38.99%,Put,230
AAPL220121P00230000,2020-05-20 12:25PM EDT,2022-01-21,19.1,18.25,19.6,0,NA,6,"1,582",37.87%,Put,230
AAPL220617P00230000,2020-05-19 11:27AM EDT,2022-06-17,23.77,22.1,24,0,NA,3,457,37.57%,Put,230
AAPL200529C00235000,2020-05-20 9:35AM EDT,2020-05-29,83.05,83.1,84.45,0,NA,1,0,128.42%,Call,235
AAPL200605C00235000,2020-05-20 3:58PM EDT,2020-06-05,84.22,83.1,84.9,0,NA,18,19,68.56%,Call,235
AAPL200619C00235000,2020-05-22 11:49AM EDT,2020-06-19,82.98,83.1,85.2,-0.95,-1.13%,1,"2,837",53.52%,Call,235
AAPL200626C00235000,2020-05-20 3:58PM EDT,2020-06-26,84.69,83.3,85.55,0,NA,18,43,53.49%,Call,235
AAPL200717C00235000,2020-05-22 10:50AM EDT,2020-07-17,83.68,83.95,86.15,3.52,+4.39%,5,246,56.65%,Call,235
AAPL200918C00235000,2020-05-19 1:08PM EDT,2020-09-18,86.06,86.4,88.3,0,NA,4,"1,797",46.42%,Call,235
AAPL201016C00235000,2020-05-11 10:34AM EDT,2020-10-16,81.86,87.4,89.4,0,NA,3,913,44.73%,Call,235
AAPL210115C00235000,2020-05-20 3:55PM EDT,2021-01-15,92,90.8,92.6,0,NA,12,"1,468",41.14%,Call,235
AAPL210618C00235000,2020-05-21 10:51AM EDT,2021-06-18,97.05,95.05,96.95,0,NA,1,"1,330",37.63%,Call,235
AAPL220121C00235000,2020-05-20 10:36AM EDT,2022-01-21,101.43,100.3,103.15,0,NA,5,670,35.99%,Call,235
AAPL200529P00235000,2020-05-22 3:48PM EDT,2020-05-29,0.01,0,0.04,-0.03,-75.00%,1,905,84.38%,Put,235
AAPL200605P00235000,2020-05-22 3:59PM EDT,2020-06-05,0.13,0,0.17,0.01,+8.33%,11,651,66.60%,Put,235
AAPL200612P00235000,2020-05-21 10:00AM EDT,2020-06-12,0.3,0.18,0.33,0,NA,5,281,62.01%,Put,235
AAPL200619P00235000,2020-05-22 3:10PM EDT,2020-06-19,0.4,0.39,0.42,-0.12,-23.08%,"2,558","7,222",57.32%,Put,235
AAPL200626P00235000,2020-05-20 9:48AM EDT,2020-06-26,0.64,0.38,0.59,0,NA,3,124,52.64%,Put,235
AAPL200717P00235000,2020-05-22 3:58PM EDT,2020-07-17,1.1,1.1,1.16,-0.25,-18.52%,70,"3,025",48.72%,Put,235
AAPL200918P00235000,2020-05-22 2:22PM EDT,2020-09-18,3.85,3.65,3.9,-0.25,-6.10%,"1,268","2,753",44.79%,Put,235
AAPL201016P00235000,2020-05-21 11:55AM EDT,2020-10-16,5.1,4.4,4.9,0,NA,403,"2,835",43.12%,Put,235
AAPL210115P00235000,2020-05-22 12:35PM EDT,2021-01-15,8.9,8.1,8.7,0,NA,23,"4,063",41.15%,Put,235
AAPL210618P00235000,2020-05-22 12:41PM EDT,2021-06-18,14.1,13.4,14.1,-0.9,-6.00%,1,"2,387",38.92%,Put,235
AAPL220121P00235000,2020-05-21 9:39AM EDT,2022-01-21,20.16,19.55,20.95,0,NA,2,726,37.54%,Put,235
AAPL200529C00240000,2020-05-21 3:53PM EDT,2020-05-29,77.4,78.15,79.5,0,NA,13,14,122.71%,Call,240
AAPL200605C00240000,2020-05-13 11:51AM EDT,2020-06-05,71.05,78.3,79.9,0,NA,1,10,70.22%,Call,240
AAPL200612C00240000,2020-05-22 3:55PM EDT,2020-06-12,78.45,77.95,80.2,4.05,+5.44%,6,8,55.57%,Call,240
AAPL200619C00240000,2020-05-22 3:29PM EDT,2020-06-19,78.2,78.3,80.25,-0.85,-1.08%,11,"3,019",53.42%,Call,240
AAPL200626C00240000,2020-05-07 3:19PM EDT,2020-06-26,64.32,78.4,80.55,0,NA,NA,1,51.12%,Call,240
AAPL200717C00240000,2020-05-20 11:29AM EDT,2020-07-17,81.19,79.1,81.25,0,NA,5,467,54.14%,Call,240
AAPL200918C00240000,2020-05-22 2:49PM EDT,2020-09-18,81.99,81.8,83.4,-0.85,-1.03%,30,"1,505",44.32%,Call,240
AAPL201016C00240000,2020-05-21 1:37PM EDT,2020-10-16,83.61,82.9,84.7,0,NA,1,"1,220",43.22%,Call,240
AAPL201218C00240000,2020-05-22 10:09AM EDT,2020-12-18,85.1,85.55,87.35,-0.54,-0.63%,1,260,41.26%,Call,240
AAPL210115C00240000,2020-05-22 9:34AM EDT,2021-01-15,85.8,86.6,88.35,-1.73,-1.98%,1,"5,913",40.44%,Call,240
AAPL210618C00240000,2020-05-22 12:36PM EDT,2021-06-18,91.05,91.1,93.35,-1.42,-1.54%,2,"1,579",37.59%,Call,240
AAPL210917C00240000,2020-05-15 9:44AM EDT,2021-09-17,84.05,93.7,95.9,0,NA,10,333,36.48%,Call,240
AAPL220121C00240000,2020-05-22 3:41PM EDT,2022-01-21,96.75,96.7,99.5,-1.75,-1.78%,8,888,35.67%,Call,240
AAPL220617C00240000,2020-05-21 3:41PM EDT,2022-06-17,102,100.1,103.65,0,NA,12,877,35.21%,Call,240
AAPL200529P00240000,2020-05-22 3:53PM EDT,2020-05-29,0.01,0,0.02,-0.02,-66.67%,35,"1,253",73.44%,Put,240
AAPL200605P00240000,2020-05-22 3:45PM EDT,2020-06-05,0.15,0.12,0.19,-0.07,-31.82%,18,381,67.38%,Put,240
AAPL200612P00240000,2020-05-22 3:45PM EDT,2020-06-12,0.31,0.22,0.38,-0.04,-11.43%,19,215,59.72%,Put,240
AAPL200619P00240000,2020-05-22 3:59PM EDT,2020-06-19,0.47,0.45,0.49,-0.12,-20.34%,727,"15,703",55.27%,Put,240
AAPL200626P00240000,2020-05-22 2:39PM EDT,2020-06-26,0.65,0.45,0.67,-0.1,-13.33%,37,591,50.78%,Put,240
AAPL200717P00240000,2020-05-22 2:25PM EDT,2020-07-17,1.29,1.05,1.34,-0.25,-16.23%,157,"5,695",47.39%,Put,240
AAPL200918P00240000,2020-05-22 3:57PM EDT,2020-09-18,4.25,4.05,4.3,-0.3,-6.59%,16,"5,159",43.70%,Put,240
AAPL201016P00240000,2020-05-22 10:06AM EDT,2020-10-16,5.6,4.9,5.5,0.15,+2.75%,20,"1,000",42.46%,Put,240
AAPL201218P00240000,2020-05-22 3:20PM EDT,2020-12-18,8.47,7.8,8.45,-0.33,-3.75%,10,"1,159",41.27%,Put,240
AAPL210115P00240000,2020-05-22 1:14PM EDT,2021-01-15,9.5,8.85,9.9,-0.12,-1.25%,42,"6,497",41.19%,Put,240
AAPL210618P00240000,2020-05-22 2:10PM EDT,2021-06-18,14.96,14.55,15.15,-0.34,-2.22%,1,"1,711",38.42%,Put,240
AAPL210917P00240000,2020-05-14 3:50PM EDT,2021-09-17,21.64,17.45,18.7,0,NA,24,322,38.21%,Put,240
AAPL220121P00240000,2020-05-20 12:25PM EDT,2022-01-21,21.85,20.9,22.35,0,NA,5,"3,263",37.21%,Put,240
AAPL220617P00240000,2020-05-19 2:39PM EDT,2022-06-17,27,23.8,27.1,0,NA,8,352,37.02%,Put,240
AAPL200529C00242500,2020-05-21 1:47PM EDT,2020-05-29,76.1,75.6,77,0,NA,12,12,118.90%,Call,242.5
AAPL200529P00242500,2020-05-22 3:53PM EDT,2020-05-29,0.01,0,0.04,-0.02,-66.67%,26,460,75.78%,Put,242.5
AAPL200529C00245000,2020-05-07 3:32PM EDT,2020-05-29,58.24,73.15,74.5,0,NA,6,0,115.14%,Call,245
AAPL200605C00245000,2020-05-22 2:03PM EDT,2020-06-05,73.31,73.05,75.05,9.98,+15.76%,2,9,63.28%,Call,245
AAPL200612C00245000,2020-05-11 1:47PM EDT,2020-06-12,71.3,73,75.4,0,NA,1,3,56.20%,Call,245
AAPL200619C00245000,2020-05-22 1:23PM EDT,2020-06-19,73.78,73.35,75.35,-0.77,-1.03%,1,"2,864",51.61%,Call,245
AAPL200717C00245000,2020-05-22 3:13PM EDT,2020-07-17,75.03,74.3,76.4,6.78,+9.93%,2,711,51.88%,Call,245
AAPL201016C00245000,2020-05-22 3:27PM EDT,2020-10-16,78.26,78.45,80.3,0.84,+1.08%,2,832,42.37%,Call,245
AAPL210115C00245000,2020-05-22 3:26PM EDT,2021-01-15,81.5,82.45,83.85,-1.21,-1.46%,5,"2,092",39.26%,Call,245
AAPL210618C00245000,2020-05-21 9:51AM EDT,2021-06-18,89.74,87.3,89.35,0,NA,12,759,37.00%,Call,245
AAPL220121C00245000,2020-05-22 3:56PM EDT,2022-01-21,93.9,93.2,96,-1.1,-1.16%,9,375,35.43%,Call,245
AAPL200529P00245000,2020-05-22 3:48PM EDT,2020-05-29,0.01,0,0.06,-0.04,-80.00%,150,454,76.56%,Put,245
AAPL200605P00245000,2020-05-22 3:44PM EDT,2020-06-05,0.21,0.15,0.25,-0.09,-30.00%,3,334,65.33%,Put,245
AAPL200612P00245000,2020-05-22 3:52PM EDT,2020-06-12,0.38,0.35,0.41,-0.08,-17.39%,23,175,58.11%,Put,245
AAPL200619P00245000,2020-05-22 3:57PM EDT,2020-06-19,0.54,0.52,0.56,-0.16,-22.86%,548,"6,051",53.10%,Put,245
AAPL200626P00245000,2020-05-22 11:26AM EDT,2020-06-26,0.93,0.52,0.91,0.04,+4.49%,5,311,52.25%,Put,245
AAPL200717P00245000,2020-05-22 3:59PM EDT,2020-07-17,1.4,1.3,1.6,-0.36,-20.45%,30,"2,953",46.41%,Put,245
AAPL201016P00245000,2020-05-21 11:55AM EDT,2020-10-16,6.27,5.6,6.05,0,NA,"1,002","1,037",41.55%,Put,245
AAPL210115P00245000,2020-05-22 3:58PM EDT,2021-01-15,10.09,9.7,10.35,-0.53,-4.99%,68,"3,318",39.91%,Put,245
AAPL210618P00245000,2020-05-12 3:50PM EDT,2021-06-18,16.6,15.55,16.3,0,NA,22,995,37.97%,Put,245
AAPL220121P00245000,2020-05-12 3:43PM EDT,2022-01-21,23.65,22.35,23.8,0,NA,31,537,36.88%,Put,245
AAPL200529C00247500,2020-05-22 3:54PM EDT,2020-05-29,70.6,70.6,72,27.72,+64.65%,1,1,111.43%,Call,247.5
AAPL200529P00247500,2020-05-20 9:35AM EDT,2020-05-29,0.05,0,0.03,0,NA,4,267,68.75%,Put,247.5
AAPL200529C00250000,2020-05-22 12:44PM EDT,2020-05-29,67.92,68.15,69.5,-0.48,-0.70%,1,8,107.72%,Call,250
AAPL200605C00250000,2020-05-22 2:28PM EDT,2020-06-05,68.66,68.05,70.1,12.84,+23.00%,27,55,60.16%,Call,250
AAPL200612C00250000,2020-05-22 10:51AM EDT,2020-06-12,67.91,68.1,70.3,0.11,+0.16%,1,5,52.44%,Call,250
AAPL200619C00250000,2020-05-22 12:41PM EDT,2020-06-19,68.7,68.8,70,-0.67,-0.97%,12,"6,392",57.20%,Call,250
AAPL200626C00250000,2020-05-21 1:56PM EDT,2020-06-26,69.45,68.6,70.8,0,NA,5,6,57.83%,Call,250
AAPL200717C00250000,2020-05-22 3:58PM EDT,2020-07-17,70.18,69.95,71.3,1.24,+1.80%,33,"1,348",48.27%,Call,250
